Learner,stream,randomSeed,learning evaluation instances,evaluation time (cpu seconds),train time (cpu seconds),predict time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,Classes,CM[0][0],CM[0][1],CM[1][0],CM[1][1],model training instances,model serialized size (bytes)
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,500.0,0.058147262,0.024284005999999993,0.009206260000000004,1.1288070793781015E-10,500.0,0.7878853460299139,0.3733672672808351,0.712,0.42186320641089453,0.0,1.0920502092050208,0.7098051860239386,0.7432950191570882,0.39240506329113917,2.0,162.0,67.0,77.0,194.0,500.0,7504.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,1000.0,0.112679398,0.029834381999999993,0.011850020999999985,2.187434073206451E-10,1000.0,0.8437681159420289,0.33272395845060665,0.756,0.5129351644841903,0.7878853460299139,0.8518518518518519,0.757910510142763,0.7913043478260869,0.4830508474576271,2.0,196.0,48.0,74.0,182.0,1000.0,7504.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,1500.0,0.128983205,0.03338895899999995,0.013666185999999988,2.5039382752858927E-10,1500.0,0.8837622431342423,0.3565836280017707,0.814,0.6282617037605525,0.8437681159420289,0.968503937007874,0.813983794569746,0.8414634146341463,0.6114206128133703,2.0,200.0,39.0,54.0,207.0,1500.0,7504.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,2000.0,0.143508091,0.03744937999999993,0.015282098999999908,2.7859084589199885E-10,2000.0,0.8610697771164338,0.3533121597839778,0.784,0.5679239546160125,0.8837622431342423,0.9920318725099602,0.783638836095562,0.7630522088353414,0.5537190082644629,2.0,202.0,59.0,49.0,190.0,2000.0,7504.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,2500.0,0.15550485,0.03985041899999991,0.016868145999999945,3.018800361702839E-10,2500.0,0.8653258452135234,0.32870407221452275,0.792,0.5839933438935023,0.8610697771164338,0.9920318725099602,0.7919962349207085,0.7911646586345381,0.5644891122278058,2.0,199.0,52.0,52.0,197.0,2500.0,7504.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,3000.0,0.166530731,0.04174102899999985,0.018325548999999865,3.23284470534159E-10,3000.0,0.884694335749567,0.3468866763872905,0.8,0.5992305226033986,0.8653258452135234,1.1008403361344539,0.7997108817485653,0.8053435114503816,0.5759717314487633,2.0,189.0,51.0,49.0,211.0,3000.0,7504.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,3500.0,0.178026362,0.043519075999999844,0.019835688999999754,3.4560082595381465E-10,3500.0,0.9071658615136876,0.36142504047833174,0.82,0.638612271121105,0.884694335749567,1.173913043478261,0.820127243573931,0.8185185185185185,0.6170212765957446,2.0,189.0,49.0,41.0,221.0,3500.0,7504.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,4000.0,0.189272642,0.045667769999999754,0.021310393999999677,3.674331187291277E-10,4000.0,0.8910333541897291,0.3561445784839713,0.816,0.631616881556819,0.9071658615136876,0.9011406844106464,0.816309893620008,0.8227848101265823,0.6122233930453108,2.0,213.0,42.0,50.0,195.0,4000.0,7504.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,4500.0,0.200254905,0.04755741199999977,0.022789278999999607,3.887528778985142E-10,4500.0,0.8869117152870013,0.3643411968920172,0.81,0.6200000000000001,0.8910333541897291,0.9762845849802372,0.810036102172059,0.8137651821862348,0.601026598226785,2.0,204.0,46.0,49.0,201.0,4500.0,7504.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,5000.0,0.210863417,0.04932189099999979,0.02426663499999958,4.0934707792682773E-10,5000.0,0.9124742002063984,0.39785479234673105,0.85,0.6988338848019531,0.8869117152870013,0.8382352941176471,0.850734218196447,0.8596491228070176,0.6836777730915224,2.0,229.0,32.0,43.0,196.0,5000.0,7504.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,5500.0,0.222172276,0.05116671499999978,0.02594870099999964,4.313008546994791E-10,5500.0,0.8934287177517445,0.38055126299069214,0.804,0.6078494141750433,0.9124742002063984,1.032520325203252,0.8038541051982914,0.8110236220472441,0.5880779518532672,2.0,196.0,48.0,50.0,206.0,5500.0,7504.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,6000.0,0.232277887,0.052877496999999773,0.027148076999999736,4.5091877796169775E-10,6000.0,0.8899839743589744,0.3724411400789573,0.818,0.6351242983159582,0.8934287177517445,0.9230769230769231,0.817124413839354,0.8,0.6176470588235293,2.0,217.0,48.0,43.0,192.0,6000.0,7504.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,6500.0,0.241710814,0.05441449099999974,0.02832319199999978,4.692308263894584E-10,6500.0,0.8722529011604642,0.35852881949488935,0.798,0.5960000000000001,0.8899839743589744,0.9607843137254902,0.7980969762587785,0.8040816326530612,0.5753557567917207,2.0,202.0,48.0,53.0,197.0,6500.0,7504.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,7000.0,0.268168101,0.07166702499999972,0.03085703099999973,5.207016097837024E-10,7000.0,0.8178333653415274,0.329437484183462,0.788,0.5756741177224108,0.8722529011604642,0.968503937007874,0.7874507858637773,0.7682926829268293,0.5551558752997602,2.0,205.0,57.0,49.0,189.0,7000.0,7520.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,7500.0,0.28197217,0.07523707099999974,0.03413675499999977,5.47556451153424E-10,7500.0,0.8385948846475162,0.3761592355078849,0.8,0.5952334693348877,0.8178333653415274,1.1367521367521367,0.7919551644229239,0.868421052631579,0.5804195804195805,2.0,169.0,35.0,65.0,231.0,7500.0,7520.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,8000.0,0.291383749,0.07706122699999965,0.03537985599999971,5.658660134341981E-10,8000.0,0.9053357659560848,0.49944152672983944,0.85,0.7000575889429229,0.8385948846475162,0.968503937007874,0.8501064676483896,0.8617886178861789,0.6867658574784652,2.0,213.0,34.0,41.0,212.0,8000.0,7520.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,8500.0,0.30044261,0.07879440399999954,0.03652854799999969,5.834893877555926E-10,8500.0,0.8987307021510238,0.5044493881364649,0.826,0.6505238125843562,0.9053357659560848,1.2123893805309736,0.8268474859772244,0.8175182481751825,0.6363412835013522,2.0,189.0,50.0,37.0,224.0,8500.0,7520.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,9000.0,0.308171721,0.07978266299999952,0.03760609199999964,5.985258273614777E-10,9000.0,0.863063236047107,0.4539605726007373,0.796,0.5919216489565997,0.8987307021510238,0.9841269841269841,0.795864647810423,0.7862903225806451,0.5740139211136892,2.0,203.0,53.0,49.0,195.0,9000.0,7520.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,9500.0,0.316514885,0.08124202699999944,0.038582450999999615,6.147568637132645E-10,9500.0,0.914704,0.5032320268941847,0.836,0.6719999999999999,0.863063236047107,1.0,0.835760731310104,0.856,0.6571302816901408,2.0,204.0,36.0,46.0,214.0,9500.0,7520.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,10000.0,0.324951178,0.08243959899999947,0.0396035599999996,6.311690759576029E-10,10000.0,0.8909487459105779,0.4711272454173414,0.828,0.6542741364893547,0.914704,0.9083969465648855,0.8254561736817516,0.7899159663865546,0.6397905759162303,2.0,226.0,50.0,36.0,188.0,10000.0,7520.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,10500.0,0.333726644,0.08380455999999947,0.040743593999999654,6.482411253203948E-10,10500.0,0.9016894118403498,0.4914694533509468,0.832,0.6635424176880557,0.8909487459105779,1.145922746781116,0.8327633034562423,0.8202247191011236,0.6481149012567324,2.0,197.0,48.0,36.0,219.0,10500.0,7520.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,11000.0,0.343045334,0.08479226399999948,0.04182213999999962,6.66369978611668E-10,11000.0,0.8823181170898734,0.45230906845765667,0.814,0.6279523779043716,0.9016894118403498,0.9920318725099602,0.8138074689516829,0.7991967871485943,0.61154357319157,2.0,208.0,50.0,43.0,199.0,11000.0,7520.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,11500.0,0.35142832,0.0860930479999994,0.04290504399999959,6.826784858521488E-10,11500.0,0.892478813559322,0.45703290120165657,0.82,0.6393537218695902,0.8823181170898734,1.11864406779661,0.820105596568114,0.8181818181818182,0.6241830065359476,2.0,194.0,48.0,42.0,216.0,11500.0,7520.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,12000.0,0.360061734,0.08749278099999924,0.044168327999999715,6.994741830809248E-10,12000.0,0.888663967611336,0.44013852164711015,0.834,0.6658615136876005,0.892478813559322,1.1367521367521367,0.8316640307757169,0.8609022556390977,0.653022121581606,2.0,188.0,37.0,46.0,229.0,12000.0,7520.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,12500.0,0.38449337,0.10023982399999916,0.049190911999999684,7.470042055100203E-10,12500.0,0.8485423067076293,0.4772258886154739,0.796,0.5920261103289389,0.888663967611336,1.0161290322580645,0.7960254732227212,0.7896825396825397,0.5735785953177259,2.0,199.0,53.0,49.0,199.0,12500.0,7520.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.HyperplaneGenerator -k 10 -t 0.1) -d (generators.HyperplaneGenerator -i 2 -k 10 -t 0.1) -p 50000 -w 25000,1,13000.0,0.392874174,0.10182872199999904,0.05035715799999976,7.633084678235981E-10,13000.0,0.923873549419768,0.5223044220468771,0.848,0.6963643627646824,0.8485423067076293,0.9607843137254902,0.8479337218430786,0.8857142857142857,0.6817010309278351,2.0,207.0,28.0,48.0,217.0,13000.0,7520.0
