Learner,stream,randomSeed,learning evaluation instances,evaluation time (cpu seconds),train time (cpu seconds),predict time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,Classes,CM[0][0],CM[0][1],CM[1][0],CM[1][1],model training instances,model serialized size (bytes)
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.AgrawalGenerator -b) -d (ConceptDriftStream -s (generators.AgrawalGenerator -f 2 -b) -d (generators.AgrawalGenerator -f 3 -b) -p 30000 -w 15000 -r 2) -p 30000 -w 15000,1,500.0,0.060147278,0.023475630000000008,0.010297734000000005,1.1726124393443266E-10,500.0,0.8909182546920751,0.5025600507504001,0.78,0.5603868595635841,0.0,1.0080321285140563,0.7724930730619963,0.6693227091633466,-4.499999999999995,2.0,222.0,83.0,27.0,168.0,500.0,7536.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.AgrawalGenerator -b) -d (ConceptDriftStream -s (generators.AgrawalGenerator -f 2 -b) -d (generators.AgrawalGenerator -f 3 -b) -p 30000 -w 15000 -r 2) -p 30000 -w 15000,1,1000.0,0.115812718,0.029028975000000016,0.013248376000000017,2.2578483728071053E-10,1000.0,0.953952,0.5197369200153995,0.874,0.748,0.8909182546920751,1.0,0.872568621943283,0.824,-2.0731707317073145,2.0,231.0,44.0,19.0,206.0,1000.0,7536.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.AgrawalGenerator -b) -d (ConceptDriftStream -s (generators.AgrawalGenerator -f 2 -b) -d (generators.AgrawalGenerator -f 3 -b) -p 30000 -w 15000 -r 2) -p 30000 -w 15000,1,1500.0,0.151845849,0.04754805800000004,0.017575060000000028,2.9618304640882545E-10,1500.0,0.879656,0.48364017626397193,0.814,0.6279999999999999,0.953952,1.0,0.8131125383364839,0.852,0.04123711340206133,2.0,194.0,37.0,56.0,213.0,1500.0,7552.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.AgrawalGenerator -b) -d (ConceptDriftStream -s (generators.AgrawalGenerator -f 2 -b) -d (generators.AgrawalGenerator -f 3 -b) -p 30000 -w 15000 -r 2) -p 30000 -w 15000,1,2000.0,0.177653743,0.06154437200000003,0.020209128000000045,3.4660413024326163E-10,2000.0,0.941535064561033,0.7251010777685746,0.924,0.8480364712469008,0.879656,0.9920318725099602,0.9235830488323015,0.9558232931726908,0.7185185185185187,2.0,224.0,11.0,27.0,238.0,2000.0,7552.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.AgrawalGenerator -b) -d (ConceptDriftStream -s (generators.AgrawalGenerator -f 2 -b) -d (generators.AgrawalGenerator -f 3 -b) -p 30000 -w 15000 -r 2) -p 30000 -w 15000,1,2500.0,0.18990457,0.06379060200000002,0.021616833999999994,3.7053866652150945E-10,2500.0,0.90984,0.7182711769993025,0.924,0.8480000000000001,0.941535064561033,1.0,0.9231337931199355,0.964,0.759493670886076,2.0,221.0,9.0,29.0,241.0,2500.0,7552.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.AgrawalGenerator -b) -d (ConceptDriftStream -s (generators.AgrawalGenerator -f 2 -b) -d (generators.AgrawalGenerator -f 3 -b) -p 30000 -w 15000 -r 2) -p 30000 -w 15000,1,3000.0,0.20084109,0.06547031699999988,0.022917903000000017,3.919054309609863E-10,3000.0,0.913,0.7184295335662989,0.928,0.8560000000000001,0.90984,1.0,0.9263088038014106,0.984,0.7923076923076925,2.0,218.0,4.0,32.0,246.0,3000.0,7552.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.AgrawalGenerator -b) -d (ConceptDriftStream -s (generators.AgrawalGenerator -f 2 -b) -d (generators.AgrawalGenerator -f 3 -b) -p 30000 -w 15000 -r 2) -p 30000 -w 15000,1,3500.0,0.211692152,0.06789055299999965,0.023971084000000035,4.1310523543920773E-10,3500.0,0.919398710379366,0.7068073900410144,0.922,0.8439100922131149,0.913,1.0080321285140563,0.9190329232101662,0.9920318725099602,0.746282527881041,2.0,212.0,2.0,37.0,249.0,3500.0,7552.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.AgrawalGenerator -b) -d (ConceptDriftStream -s (generators.AgrawalGenerator -f 2 -b) -d (generators.AgrawalGenerator -f 3 -b) -p 30000 -w 15000 -r 2) -p 30000 -w 15000,1,4000.0,0.221682666,0.06960810199999957,0.02502588000000006,4.326237805767191E-10,4000.0,0.9369429910878574,0.7416540046098472,0.934,0.8680422264875242,0.919398710379366,0.9920318725099602,0.9332341264736074,0.9759036144578314,0.7953488372093025,2.0,224.0,6.0,27.0,243.0,4000.0,7552.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.AgrawalGenerator -b) -d (ConceptDriftStream -s (generators.AgrawalGenerator -f 2 -b) -d (generators.AgrawalGenerator -f 3 -b) -p 30000 -w 15000 -r 2) -p 30000 -w 15000,1,4500.0,0.235953822,0.07198800899999959,0.026632541000000055,4.6050544938279515E-10,4500.0,0.9421910750572009,0.7537644551794795,0.938,0.8759563366304939,0.9369429910878574,1.0080321285140563,0.9368788843136033,0.9800796812749004,0.8170491803278687,2.0,223.0,5.0,26.0,246.0,4500.0,7552.0
active.ALRandom -l trees.HoeffdingTree -b (FixedBM -b 0.5),ConceptDriftStream -s (generators.AgrawalGenerator -b) -d (ConceptDriftStream -s (generators.AgrawalGenerator -f 2 -b) -d (generators.AgrawalGenerator -f 3 -b) -p 30000 -w 15000 -r 2) -p 30000 -w 15000,1,5000.0,0.24686057,0.0742538509999996,0.027753797000000073,4.818140480336215E-10,5000.0,0.942752,0.7647600995243394,0.94,0.8799999999999999,0.9421910750572009,1.0,0.9393103853359654,0.976,0.8053212199870212,2.0,226.0,6.0,24.0,244.0,5000.0,7552.0
